N, ROB size, RS size, Cache Size, Memory Latency, Branch Type, Unrolls, Optimization Lvl, Cycles, Instructions, Branch hit, Icache hit, Dcache hit, ROB hzrds, RS hzrds, LSQ hzrds
1, 12, 6, 16, 1000, 3, 2, 8, 35883, 3859, 0.269549, 0.946986, 0.720065, 24526, 334, 0
1, 12, 6, 16, 1000, 3, 3, 8, 46398, 3667, 0.278152, 0.660541, 0.733542, 17468, 672, 0
1, 12, 6, 16, 1000, 3, 4, 8, 51461, 3571, 0.359606, 0.499880, 0.742007, 16113, 689, 0
1, 12, 6, 64, 100, 1, 1, 8, 12651, 4435, 0.290008, 0.972664, 0.819565, 3020, 137, 0
1, 12, 6, 64, 100, 1, 2, 8, 11951, 3859, 0.323827, 0.971481, 0.817712, 2908, 259, 0
1, 12, 6, 64, 100, 1, 3, 8, 12191, 3667, 0.363811, 0.965985, 0.829490, 3017, 232, 0
1, 12, 6, 64, 100, 1, 4, 8, 12699, 3571, 0.436453, 0.964079, 0.848663, 2763, 254, 0
1, 12, 6, 64, 100, 2, 1, 8, 17406, 4435, 0.664500, 0.982900, 0.809306, 2397, 215, 0
1, 12, 6, 64, 100, 2, 2, 8, 14472, 3859, 0.531739, 0.977597, 0.826963, 2714, 370, 0
1, 12, 6, 64, 100, 2, 3, 8, 13060, 3667, 0.442733, 0.957401, 0.837047, 2982, 366, 0
1, 12, 6, 64, 100, 2, 4, 8, 13133, 3571, 0.477833, 0.938104, 0.845183, 2694, 359, 0
1, 12, 6, 64, 100, 3, 1, 8, 11640, 4435, 0.238018, 0.976277, 0.813830, 2813, 158, 0
1, 12, 6, 64, 100, 3, 2, 8, 11410, 3859, 0.271389, 0.969884, 0.813272, 3019, 239, 0
1, 12, 6, 64, 100, 3, 3, 8, 11212, 3667, 0.281039, 0.964556, 0.820590, 2990, 274, 0
1, 12, 6, 64, 100, 3, 4, 8, 11817, 3571, 0.361576, 0.962595, 0.839437, 2778, 267, 0
1, 12, 6, 64, 1000, 1, 1, 8, 29824, 4435, 0.288383, 0.977153, 0.824074, 19380, 117, 0
1, 12, 6, 64, 1000, 1, 2, 8, 29267, 3859, 0.305428, 0.970511, 0.812261, 19436, 307, 0
1, 12, 6, 64, 1000, 1, 3, 8, 29425, 3667, 0.362849, 0.961879, 0.828652, 19091, 232, 0
1, 12, 6, 64, 1000, 1, 4, 8, 29829, 3571, 0.436453, 0.957137, 0.848860, 17843, 658, 0
1, 12, 6, 64, 1000, 2, 1, 8, 35505, 4435, 0.664500, 0.984746, 0.811335, 19619, 213, 0
1, 12, 6, 64, 1000, 2, 2, 8, 32302, 3859, 0.531739, 0.935163, 0.826761, 19099, 750, 0
1, 12, 6, 64, 1000, 2, 3, 8, 30091, 3667, 0.441771, 0.957806, 0.836249, 18530, 915, 0
1, 12, 6, 64, 1000, 2, 4, 8, 30586, 3571, 0.477833, 0.921976, 0.846000, 17938, 906, 0
1, 12, 6, 64, 1000, 3, 1, 8, 28755, 4435, 0.236393, 0.975233, 0.813546, 19083, 162, 0
1, 12, 6, 64, 1000, 3, 2, 8, 28431, 3859, 0.271389, 0.971074, 0.814385, 18978, 239, 0
1, 12, 6, 64, 1000, 3, 3, 8, 28187, 3667, 0.281039, 0.965593, 0.820590, 18806, 270, 0
1, 12, 6, 64, 1000, 3, 4, 8, 29099, 3571, 0.361576, 0.956354, 0.841004, 17981, 586, 0
1, 24, 12, 8, 100, 1, 1, 8, 15364, 4435, 0.279448, 0.735406, 0.517915, 1313, 1, 0
1, 24, 12, 8, 100, 1, 2, 8, 15945, 3859, 0.328427, 0.362722, 0.542659, 1705, 21, 0
1, 24, 12, 8, 100, 1, 3, 8, 15775, 3667, 0.337825, 0.195608, 0.516746, 1857, 43, 0
1, 24, 12, 8, 100, 1, 4, 8, 16706, 3571, 0.414778, 0.187812, 0.560481, 1265, 20, 0
1, 24, 12, 8, 100, 2, 1, 8, 24445, 4435, 0.660439, 0.311224, 0.430469, 611, 0, 0
1, 24, 12, 8, 100, 2, 2, 8, 19632, 3859, 0.526219, 0.281824, 0.532448, 1080, 52, 0
1, 24, 12, 8, 100, 2, 3, 8, 17488, 3667, 0.438884, 0.228231, 0.541757, 1390, 55, 0
1, 24, 12, 8, 100, 2, 4, 8, 17841, 3571, 0.476847, 0.217088, 0.560584, 1178, 59, 0
1, 24, 12, 8, 100, 3, 1, 8, 14296, 4435, 0.233144, 0.838651, 0.544143, 1288, 0, 0
1, 24, 12, 8, 100, 3, 2, 8, 14944, 3859, 0.262190, 0.392882, 0.533871, 2022, 9, 0
1, 24, 12, 8, 100, 3, 3, 8, 14795, 3667, 0.274302, 0.180975, 0.534755, 1886, 21, 0
1, 24, 12, 8, 100, 3, 4, 8, 16013, 3571, 0.356650, 0.165942, 0.551459, 1477, 30, 0
1, 24, 12, 8, 1000, 1, 1, 8, 60262, 4435, 0.298944, 0.729518, 0.456926, 15100, 138, 0
1, 24, 12, 8, 1000, 1, 2, 8, 67640, 3859, 0.352346, 0.535694, 0.465461, 14318, 52, 0
1, 24, 12, 8, 1000, 1, 3, 8, 73159, 3667, 0.360924, 0.276416, 0.486711, 11041, 535, 0
