N, ROB size, RS size, Cache Size, Memory Latency, Branch Type, Unrolls, Optimization Lvl, Cycles, Instructions, Branch hit, Icache hit, Dcache hit, ROB hzrds, RS hzrds, LSQ hzrds
1, 12, 6, 64, 1000, 2, 1, 8, 49589, 1796, 0.007812, 0.962454, 0.000000, 47421, 0, 0
1, 12, 6, 64, 1000, 2, 2, 8, 49135, 1285, 0.015625, 0.922261, 0.000000, 47235, 0, 0
1, 12, 6, 64, 1000, 2, 3, 8, 49010, 1113, 0.023529, 0.905239, 0.000000, 47228, 0, 0
1, 12, 6, 64, 1000, 2, 4, 8, 48889, 1031, 0.031250, 0.892216, 0.000000, 41356, 0, 5872
1, 12, 6, 64, 1000, 3, 1, 8, 49589, 1796, 0.007812, 0.962454, 0.000000, 47421, 0, 0
1, 12, 6, 64, 1000, 3, 2, 8, 49135, 1285, 0.015625, 0.922261, 0.000000, 47235, 0, 0
1, 12, 6, 64, 1000, 3, 3, 8, 49010, 1113, 0.023529, 0.905239, 0.000000, 47228, 0, 0
1, 12, 6, 64, 1000, 3, 4, 8, 48889, 1031, 0.031250, 0.892216, 0.000000, 41356, 0, 5872
1, 24, 12, 8, 100, 1, 1, 8, 9516, 1796, 0.007812, 0.959281, 0.000000, 4071, 0, 3556
1, 24, 12, 8, 100, 1, 2, 8, 9005, 1285, 0.015625, 0.925054, 0.000000, 0, 0, 7479
1, 24, 12, 8, 100, 1, 3, 8, 8835, 1113, 0.023529, 0.867704, 0.000000, 0, 0, 7465
1, 24, 12, 8, 100, 1, 4, 8, 8761, 1031, 0.031250, 0.800667, 0.000000, 0, 0, 7495
1, 24, 12, 8, 100, 2, 1, 8, 9516, 1796, 0.007812, 0.959281, 0.000000, 4071, 0, 3556
1, 24, 12, 8, 100, 2, 2, 8, 9005, 1285, 0.015625, 0.925054, 0.000000, 0, 0, 7479
1, 24, 12, 8, 100, 2, 3, 8, 8835, 1113, 0.023529, 0.867704, 0.000000, 0, 0, 7465
1, 24, 12, 8, 100, 2, 4, 8, 8761, 1031, 0.031250, 0.800667, 0.000000, 0, 0, 7495
1, 24, 12, 8, 100, 3, 1, 8, 9516, 1796, 0.007812, 0.959281, 0.000000, 4071, 0, 3556
1, 24, 12, 8, 100, 3, 2, 8, 9005, 1285, 0.015625, 0.925054, 0.000000, 0, 0, 7479
1, 24, 12, 8, 100, 3, 3, 8, 8835, 1113, 0.023529, 0.867704, 0.000000, 0, 0, 7465
1, 24, 12, 8, 100, 3, 4, 8, 8761, 1031, 0.031250, 0.800667, 0.000000, 0, 0, 7495
1, 24, 12, 8, 1000, 1, 1, 8, 49677, 1796, 0.007812, 0.949553, 0.000000, 23970, 0, 23439
1, 24, 12, 8, 1000, 1, 2, 8, 49230, 1285, 0.015625, 0.905634, 0.000000, 0, 0, 47102
1, 24, 12, 8, 1000, 1, 3, 8, 49134, 1113, 0.023529, 0.835347, 0.000000, 0, 0, 46856
1, 24, 12, 8, 1000, 1, 4, 8, 49134, 1031, 0.031250, 0.768058, 0.000000, 0, 0, 46884
1, 24, 12, 8, 1000, 2, 1, 8, 49677, 1796, 0.007812, 0.949553, 0.000000, 23970, 0, 23439
1, 24, 12, 8, 1000, 2, 2, 8, 49230, 1285, 0.015625, 0.905634, 0.000000, 0, 0, 47102
1, 24, 12, 8, 1000, 2, 3, 8, 49134, 1113, 0.023529, 0.835347, 0.000000, 0, 0, 46856
1, 24, 12, 8, 1000, 2, 4, 8, 49134, 1031, 0.031250, 0.768058, 0.000000, 0, 0, 46884
1, 24, 12, 8, 1000, 3, 1, 8, 49677, 1796, 0.007812, 0.949553, 0.000000, 23970, 0, 23439
1, 24, 12, 8, 1000, 3, 2, 8, 49230, 1285, 0.015625, 0.905634, 0.000000, 0, 0, 47102
1, 24, 12, 8, 1000, 3, 3, 8, 49134, 1113, 0.023529, 0.835347, 0.000000, 0, 0, 46856
1, 24, 12, 8, 1000, 3, 4, 8, 49134, 1031, 0.031250, 0.768058, 0.000000, 0, 0, 46884
1, 24, 12, 16, 100, 1, 1, 8, 9516, 1796, 0.007812, 0.959281, 0.000000, 4071, 0, 3556
1, 24, 12, 16, 100, 1, 2, 8, 9005, 1285, 0.015625, 0.925054, 0.000000, 0, 0, 7479
1, 24, 12, 16, 100, 1, 3, 8, 8835, 1113, 0.023529, 0.867704, 0.000000, 0, 0, 7465
1, 24, 12, 16, 100, 1, 4, 8, 8751, 1031, 0.031250, 0.861228, 0.000000, 0, 0, 7495
1, 24, 12, 16, 100, 2, 1, 8, 9516, 1796, 0.007812, 0.959281, 0.000000, 4071, 0, 3556
1, 24, 12, 16, 100, 2, 2, 8, 9005, 1285, 0.015625, 0.925054, 0.000000, 0, 0, 7479
1, 24, 12, 16, 100, 2, 3, 8, 8835, 1113, 0.023529, 0.867704, 0.000000, 0, 0, 7465
1, 24, 12, 16, 100, 2, 4, 8, 8751, 1031, 0.031250, 0.861228, 0.000000, 0, 0, 7495
1, 24, 12, 16, 100, 3, 1, 8, 9516, 1796, 0.007812, 0.959281, 0.000000, 4071, 0, 3556
1, 24, 12, 16, 100, 3, 2, 8, 9005, 1285, 0.015625, 0.925054, 0.000000, 0, 0, 7479
1, 24, 12, 16, 100, 3, 3, 8, 8835, 1113, 0.023529, 0.867704, 0.000000, 0, 0, 7465
1, 24, 12, 16, 100, 3, 4, 8, 8751, 1031, 0.031250, 0.861228, 0.000000, 0, 0, 7495
1, 24, 12, 16, 1000, 1, 1, 8, 49677, 1796, 0.007812, 0.949553, 0.000000, 23970, 0, 23439
1, 24, 12, 16, 1000, 1, 2, 8, 49230, 1285, 0.015625, 0.905634, 0.000000, 0, 0, 47102
1, 24, 12, 16, 1000, 1, 3, 8, 49134, 1113, 0.023529, 0.835347, 0.000000, 0, 0, 46856
1, 24, 12, 16, 1000, 1, 4, 8, 49046, 1031, 0.031250, 0.830081, 0.000000, 0, 0, 46884
1, 24, 12, 16, 1000, 2, 1, 8, 49677, 1796, 0.007812, 0.949553, 0.000000, 23970, 0, 23439
1, 24, 12, 16, 1000, 2, 2, 8, 49230, 1285, 0.015625, 0.905634, 0.000000, 0, 0, 47102
1, 24, 12, 16, 1000, 2, 3, 8, 49134, 1113, 0.023529, 0.835347, 0.000000, 0, 0, 46856
1, 24, 12, 16, 1000, 2, 4, 8, 49046, 1031, 0.031250, 0.830081, 0.000000, 0, 0, 46884
1, 24, 12, 16, 1000, 3, 1, 8, 49677, 1796, 0.007812, 0.949553, 0.000000, 23970, 0, 23439
1, 24, 12, 16, 1000, 3, 2, 8, 49230, 1285, 0.015625, 0.905634, 0.000000, 0, 0, 47102
1, 24, 12, 16, 1000, 3, 3, 8, 49134, 1113, 0.023529, 0.835347, 0.000000, 0, 0, 46856
1, 24, 12, 16, 1000, 3, 4, 8, 49046, 1031, 0.031250, 0.830081, 0.000000, 0, 0, 46884
1, 24, 12, 64, 100, 1, 1, 8, 9506, 1796, 0.007812, 0.968800, 0.000000, 4071, 0, 3556
1, 24, 12, 64, 100, 1, 2, 8, 8995, 1285, 0.015625, 0.935046, 0.000000, 0, 0, 7479
1, 24, 12, 64, 100, 1, 3, 8, 8825, 1113, 0.023529, 0.907393, 0.000000, 0, 0, 7465
1, 24, 12, 64, 100, 1, 4, 8, 8751, 1031, 0.031250, 0.877208, 0.000000, 0, 0, 7495
1, 24, 12, 64, 100, 2, 1, 8, 9506, 1796, 0.007812, 0.968800, 0.000000, 4071, 0, 3556
1, 24, 12, 64, 100, 2, 2, 8, 8995, 1285, 0.015625, 0.935046, 0.000000, 0, 0, 7479
1, 24, 12, 64, 100, 2, 3, 8, 8825, 1113, 0.023529, 0.907393, 0.000000, 0, 0, 7465
1, 24, 12, 64, 100, 2, 4, 8, 8751, 1031, 0.031250, 0.877208, 0.000000, 0, 0, 7495
1, 24, 12, 64, 100, 3, 1, 8, 9506, 1796, 0.007812, 0.968800, 0.000000, 4071, 0, 3556
1, 24, 12, 64, 100, 3, 2, 8, 8995, 1285, 0.015625, 0.935046, 0.000000, 0, 0, 7479
1, 24, 12, 64, 100, 3, 3, 8, 8825, 1113, 0.023529, 0.907393, 0.000000, 0, 0, 7465
1, 24, 12, 64, 100, 3, 4, 8, 8751, 1031, 0.031250, 0.877208, 0.000000, 0, 0, 7495
1, 24, 12, 64, 1000, 1, 1, 8, 49589, 1796, 0.007812, 0.962690, 0.000000, 23970, 0, 23439
1, 24, 12, 64, 1000, 1, 2, 8, 49135, 1285, 0.015625, 0.922535, 0.000000, 0, 0, 47104
1, 24, 12, 64, 1000, 1, 3, 8, 49039, 1113, 0.023529, 0.881766, 0.000000, 0, 0, 46856
1, 24, 12, 64, 1000, 1, 4, 8, 49046, 1031, 0.031250, 0.830081, 0.000000, 0, 0, 46884
1, 24, 12, 64, 1000, 2, 1, 8, 49589, 1796, 0.007812, 0.962690, 0.000000, 23970, 0, 23439
1, 24, 12, 64, 1000, 2, 2, 8, 49135, 1285, 0.015625, 0.922535, 0.000000, 0, 0, 47104
