N, ROB, RS, CPI
1, 32, 6, 2.544170
1, 32, 7, 2.597173
1, 32, 8, 2.597173
1, 32, 9, 2.583039
1, 32, 10, 2.636042
1, 32, 11, 2.586572
1, 32, 12, 2.586572
1, 32, 13, 2.636042
1, 32, 14, 2.636042
1, 32, 15, 2.586572
1, 32, 16, 2.639576
1, 32, 17, 2.586572
1, 32, 18, 2.586572
1, 32, 19, 2.636042
1, 32, 20, 2.586572
1, 32, 21, 2.586572
1, 32, 22, 2.636042
1, 32, 23, 2.586572
1, 32, 24, 2.586572
1, 32, 25, 2.586572
1, 32, 26, 2.586572
1, 32, 27, 2.586572
1, 32, 28, 2.586572
1, 32, 29, 2.586572
1, 32, 30, 2.586572
1, 32, 31, 2.586572
1, 32, 32, 2.586572
2, 2, 2, 4.031802
2, 2, 4, 4.031802
2, 2, 6, 4.031802
2, 2, 8, 4.031802
2, 2, 10, 4.031802
2, 2, 12, 4.031802
2, 2, 14, 4.031802
2, 2, 16, 4.031802
2, 2, 18, 4.031802
2, 2, 20, 4.031802
2, 2, 22, 4.031802
2, 2, 24, 4.031802
2, 2, 26, 4.031802
2, 2, 28, 4.031802
2, 2, 30, 4.031802
2, 2, 32, 4.031802
2, 4, 2, 3.049470
2, 4, 4, 2.862191
2, 4, 6, 2.862191
2, 4, 8, 2.862191
2, 4, 10, 2.862191
2, 4, 12, 2.862191
2, 4, 14, 2.862191
2, 4, 16, 2.862191
2, 4, 18, 2.862191
2, 4, 20, 2.862191
2, 4, 22, 2.862191
2, 4, 24, 2.862191
2, 4, 26, 2.862191
2, 4, 28, 2.862191
2, 4, 30, 2.862191
2, 4, 32, 2.862191
2, 6, 2, 3.049470
2, 6, 4, 2.689046
2, 6, 6, 2.689046
2, 6, 8, 2.689046
2, 6, 10, 2.689046
2, 6, 12, 2.689046
2, 6, 14, 2.689046
2, 6, 16, 2.689046
2, 6, 18, 2.689046
2, 6, 20, 2.689046
2, 6, 22, 2.689046
2, 6, 24, 2.689046
2, 6, 26, 2.689046
2, 6, 28, 2.689046
2, 6, 30, 2.689046
2, 6, 32, 2.689046
2, 8, 2, 3.049470
2, 8, 4, 2.664311
2, 8, 6, 2.653710
2, 8, 8, 2.653710
2, 8, 10, 2.653710
2, 8, 12, 2.653710
2, 8, 14, 2.653710
2, 8, 16, 2.653710
2, 8, 18, 2.653710
2, 8, 20, 2.653710
2, 8, 22, 2.653710
2, 8, 24, 2.653710
2, 8, 26, 2.653710
2, 8, 28, 2.653710
2, 8, 30, 2.653710
2, 8, 32, 2.653710
2, 10, 2, 3.049470
2, 10, 4, 2.614841
2, 10, 6, 2.600707
2, 10, 8, 2.600707
2, 10, 10, 2.604240
2, 10, 12, 2.604240
2, 10, 14, 2.604240
2, 10, 16, 2.604240
2, 10, 18, 2.604240
2, 10, 20, 2.604240
2, 10, 22, 2.604240
2, 10, 24, 2.604240
2, 10, 26, 2.604240
2, 10, 28, 2.604240
2, 10, 30, 2.604240
2, 10, 32, 2.604240
2, 12, 2, 3.049470
2, 12, 4, 2.515901
2, 12, 6, 2.498233
2, 12, 8, 2.498233
2, 12, 10, 2.498233
2, 12, 12, 2.498233
2, 12, 14, 2.498233
2, 12, 16, 2.498233
2, 12, 18, 2.498233
2, 12, 20, 2.498233
2, 12, 22, 2.498233
2, 12, 24, 2.498233
2, 12, 26, 2.498233
2, 12, 28, 2.498233
2, 12, 30, 2.498233
2, 12, 32, 2.498233
2, 14, 2, 3.049470
2, 14, 4, 3.049470
2, 14, 6, 2.494700
2, 14, 8, 2.530035
2, 14, 10, 2.530035
2, 14, 12, 2.530035
2, 14, 14, 2.586572
2, 14, 16, 2.586572
2, 14, 18, 2.586572
2, 14, 20, 2.586572
2, 14, 22, 2.586572
2, 14, 24, 2.586572
2, 14, 26, 2.586572
2, 14, 28, 2.586572
2, 14, 30, 2.586572
2, 14, 32, 2.586572
2, 16, 2, 3.049470
2, 16, 4, 2.515901
2, 16, 6, 2.494700
2, 16, 8, 2.494700
2, 16, 10, 2.530035
2, 16, 12, 2.530035
2, 16, 14, 2.537102
2, 16, 16, 2.537102
2, 16, 18, 2.537102
2, 16, 20, 2.537102
2, 16, 22, 2.537102
2, 16, 24, 2.537102
2, 16, 26, 2.537102
2, 16, 28, 2.537102
2, 16, 30, 2.537102
2, 16, 32, 2.537102
2, 18, 2, 3.049470
2, 18, 4, 2.515901
2, 18, 6, 2.494700
2, 18, 8, 2.530035
2, 18, 10, 2.530035
2, 18, 12, 2.530035
2, 18, 14, 2.537102
2, 18, 16, 2.537102
2, 18, 18, 2.537102
2, 18, 20, 2.537102
2, 18, 22, 2.537102
2, 18, 24, 2.537102
2, 18, 26, 2.537102
2, 18, 28, 2.537102
2, 18, 30, 2.537102
2, 18, 32, 2.537102
2, 20, 2, 3.049470
2, 20, 4, 2.515901
2, 20, 6, 2.494700
2, 20, 8, 2.530035
2, 20, 10, 2.530035
2, 20, 12, 2.530035
2, 20, 14, 2.537102
2, 20, 16, 2.537102
2, 20, 18, 2.537102
2, 20, 20, 2.537102
2, 20, 22, 2.537102
2, 20, 24, 2.537102
2, 20, 26, 2.537102
2, 20, 28, 2.537102
2, 20, 30, 2.537102
2, 20, 32, 2.537102
2, 22, 2, 3.049470
2, 22, 4, 2.515901
2, 22, 6, 2.494700
2, 22, 8, 2.530035
2, 22, 10, 2.530035
2, 22, 12, 2.530035
2, 22, 14, 2.537102
2, 22, 16, 2.537102
2, 22, 18, 2.537102
2, 22, 20, 2.537102
2, 22, 22, 2.537102
2, 22, 24, 2.537102
2, 22, 26, 2.537102
2, 22, 28, 2.537102
2, 22, 30, 2.537102
2, 22, 32, 2.537102
2, 24, 2, 3.049470
2, 24, 4, 2.515901
2, 24, 6, 2.494700
2, 24, 8, 2.530035
2, 24, 10, 2.530035
2, 24, 12, 2.530035
2, 24, 14, 2.537102
2, 24, 16, 2.537102
2, 24, 18, 2.537102
2, 24, 20, 2.537102
2, 24, 22, 2.537102
2, 24, 24, 2.537102
2, 24, 26, 2.537102
2, 24, 28, 2.537102
2, 24, 30, 2.537102
2, 24, 32, 2.537102
2, 26, 2, 3.049470
2, 26, 4, 2.515901
2, 26, 6, 2.494700
2, 26, 8, 2.530035
2, 26, 10, 2.530035
2, 26, 12, 2.530035
2, 26, 14, 2.537102
2, 26, 16, 2.537102
2, 26, 18, 2.537102
2, 26, 20, 2.537102
2, 26, 22, 2.537102
2, 26, 24, 2.537102
2, 26, 26, 2.537102
2, 26, 28, 2.537102
2, 26, 30, 2.537102
2, 26, 32, 2.537102
2, 28, 2, 3.049470
2, 28, 4, 2.515901
2, 28, 6, 2.494700
2, 28, 8, 2.530035
2, 28, 10, 2.530035
2, 28, 12, 2.530035
2, 28, 14, 2.537102
2, 28, 16, 2.537102
2, 28, 18, 2.537102
2, 28, 20, 2.537102
2, 28, 22, 2.537102
2, 28, 24, 2.537102
2, 28, 26, 2.537102
2, 28, 28, 2.537102
2, 28, 30, 2.537102
2, 28, 32, 2.537102
2, 30, 2, 3.049470
2, 30, 4, 2.515901
2, 30, 6, 2.494700
2, 30, 8, 2.530035
2, 30, 10, 2.530035
2, 30, 12, 2.530035
2, 30, 14, 2.537102
2, 30, 16, 2.537102
2, 30, 18, 2.537102
2, 30, 20, 2.537102
2, 30, 22, 2.537102
2, 30, 24, 2.537102
2, 30, 26, 2.586572
2, 30, 28, 2.586572
2, 30, 30, 2.586572
2, 30, 32, 2.586572
2, 32, 2, 3.049470
2, 32, 4, 2.515901
2, 32, 6, 2.494700
2, 32, 8, 2.530035
2, 32, 10, 2.530035
2, 32, 12, 2.530035
2, 32, 14, 2.537102
2, 32, 16, 2.537102
2, 32, 18, 2.537102
2, 32, 20, 2.537102
2, 32, 22, 2.537102
2, 32, 24, 2.537102
2, 32, 26, 2.537102
2, 32, 28, 2.537102
2, 32, 30, 2.537102
2, 32, 32, 2.537102
3, 3, 3, 3.583039
3, 3, 6, 3.583039
3, 3, 9, 3.583039
3, 3, 12, 3.583039
3, 3, 15, 3.583039
3, 3, 18, 3.583039
3, 3, 21, 3.583039
3, 3, 24, 3.583039
3, 3, 27, 3.583039
3, 3, 30, 3.583039
3, 6, 3, 2.957597
3, 6, 6, 2.936396
3, 6, 9, 2.936396
3, 6, 12, 2.936396
3, 6, 15, 2.936396
3, 6, 18, 2.936396
3, 6, 21, 2.936396
3, 6, 24, 2.936396
3, 6, 27, 2.936396
3, 6, 30, 2.936396
3, 9, 3, 2.957597
3, 9, 6, 2.787986
3, 9, 9, 2.787986
3, 9, 12, 2.787986
3, 9, 15, 2.787986
3, 9, 18, 2.787986
3, 9, 21, 2.787986
3, 9, 24, 2.787986
3, 9, 27, 2.787986
3, 9, 30, 2.787986
3, 12, 3, 2.957597
3, 12, 6, 2.826855
3, 12, 9, 3.074205
3, 12, 12, 3.074205
3, 12, 15, 3.074205
3, 12, 18, 3.074205
3, 12, 21, 3.074205
3, 12, 24, 3.074205
3, 12, 27, 3.074205
3, 12, 30, 3.074205
3, 15, 3, 2.957597
3, 15, 6, 2.826855
3, 15, 9, 3.063604
3, 15, 12, 3.063604
3, 15, 15, 3.113074
3, 15, 18, 3.113074
3, 15, 21, 3.113074
3, 15, 24, 3.113074
3, 15, 27, 3.113074
3, 15, 30, 3.113074
3, 18, 3, 2.957597
3, 18, 6, 2.826855
3, 18, 9, 3.063604
3, 18, 12, 2.922261
3, 18, 15, 2.848057
3, 18, 18, 2.773852
3, 18, 21, 2.770318
3, 18, 24, 2.770318
3, 18, 27, 2.770318
3, 18, 30, 2.770318
3, 21, 3, 2.957597
3, 21, 6, 2.826855
3, 21, 9, 3.063604
3, 21, 12, 2.922261
3, 21, 15, 3.014134
3, 21, 18, 2.773852
3, 21, 21, 2.770318
3, 21, 24, 2.770318
3, 21, 27, 2.770318
3, 21, 30, 2.770318
3, 24, 3, 2.957597
3, 24, 6, 2.826855
3, 24, 9, 3.063604
3, 24, 12, 2.922261
3, 24, 15, 3.014134
3, 24, 18, 2.773852
3, 24, 21, 2.770318
3, 24, 24, 2.770318
3, 24, 27, 2.770318
3, 24, 30, 2.770318
3, 27, 3, 2.957597
3, 27, 6, 2.826855
3, 27, 9, 3.063604
3, 27, 12, 2.922261
3, 27, 15, 2.848057
3, 27, 18, 2.773852
3, 27, 21, 2.770318
3, 27, 24, 2.770318
3, 27, 27, 2.770318
3, 27, 30, 2.770318
3, 30, 3, 2.957597
3, 30, 6, 2.826855
3, 30, 9, 3.063604
3, 30, 12, 2.922261
3, 30, 15, 2.848057
3, 30, 18, 2.773852
3, 30, 21, 2.770318
3, 30, 24, 2.770318
3, 30, 27, 2.770318
3, 30, 30, 2.770318
4, 4, 4, 3.130742
4, 4, 8, 3.130742
4, 4, 12, 3.130742
4, 4, 16, 3.130742
4, 4, 20, 3.130742
4, 4, 24, 3.130742
4, 4, 28, 3.130742
4, 4, 32, 3.130742
4, 8, 4, 2.621908
4, 8, 8, 2.572438
4, 8, 12, 2.572438
4, 8, 16, 2.572438
4, 8, 20, 2.572438
4, 8, 24, 2.572438
4, 8, 28, 2.572438
4, 8, 32, 2.572438
4, 12, 4, 2.621908
4, 12, 8, 2.452297
4, 12, 12, 2.494700
4, 12, 16, 2.522034
4, 12, 20, 69444.472222
4, 12, 24, 69444.472222
4, 12, 28, 69444.472222
4, 12, 32, 69444.472222
4, 16, 4, 2.621908
4, 16, 8, 2.484099
4, 16, 12, 2.522968
4, 16, 16, 2.522968
4, 16, 20, 2.522968
4, 16, 24, 2.522968
4, 16, 28, 2.522968
4, 16, 32, 2.522968
4, 20, 4, 2.621908
4, 20, 8, 2.484099
4, 20, 12, 2.522968
4, 20, 16, 2.522968
4, 20, 20, 2.522968
4, 20, 24, 2.522968
4, 20, 28, 2.522968
4, 20, 32, 2.522968
4, 24, 4, 2.621908
4, 24, 8, 2.484099
4, 24, 12, 2.522968
4, 24, 16, 2.522968
4, 24, 20, 2.522968
4, 24, 24, 2.522968
4, 24, 28, 2.522968
4, 24, 32, 2.522968
4, 28, 4, 2.621908
4, 28, 8, 2.484099
4, 28, 12, 2.522968
4, 28, 16, 2.522968
4, 28, 20, 2.522968
4, 28, 24, 2.522968
4, 28, 28, 2.522968
4, 28, 32, 2.522968
4, 32, 4, 2.621908
4, 32, 8, 2.484099
4, 32, 12, 2.522968
4, 32, 16, 2.522968
4, 32, 20, 2.522968
4, 32, 24, 2.522968
4, 32, 28, 2.522968
4, 32, 32, 2.522968
