N, ROB size, RS size, Cache Size, Memory Latency, Unrolls, Optimization Step, Cycles, Instructions, Icache hit, Dcache hit, ROB hzrds, RS hzrds, LSQ hzrds
3, 32, 8, 16, 50, 4, 5, 264, 125, 0.245283, 0.238095, 103, 12, 0
3, 32, 8, 16, 50, 4, 6, 264, 125, 0.245283, 0.238095, 103, 12, 0
3, 32, 8, 16, 50, 4, 7, 255, 89, 0.260417, 0.238095, 48, 43, 39
3, 32, 8, 16, 50, 4, 8, 255, 89, 0.260417, 0.238095, 48, 43, 39
3, 32, 8, 16, 1000, 1, 1, 1798, 149, 0.569444, 0.111111, 1192, 6, 0
3, 32, 8, 16, 1000, 1, 2, 1798, 149, 0.569444, 0.111111, 1192, 6, 0
3, 32, 8, 16, 1000, 1, 3, 1798, 149, 0.569444, 0.111111, 1193, 5, 0
3, 32, 8, 16, 1000, 1, 4, 1798, 149, 0.569444, 0.111111, 1193, 5, 0
3, 32, 8, 16, 1000, 1, 5, 1798, 149, 0.569444, 0.111111, 1193, 5, 0
3, 32, 8, 16, 1000, 1, 6, 1798, 149, 0.569444, 0.111111, 1193, 5, 0
3, 32, 8, 16, 1000, 1, 7, 1798, 149, 0.569444, 0.111111, 1193, 5, 0
3, 32, 8, 16, 1000, 1, 8, 1798, 149, 0.569444, 0.111111, 1193, 5, 0
3, 32, 8, 16, 1000, 2, 1, 1734, 135, 0.503546, 0.111111, 1046, 4, 0
3, 32, 8, 16, 1000, 2, 2, 1734, 135, 0.503546, 0.111111, 1046, 4, 0
3, 32, 8, 16, 1000, 2, 3, 1734, 135, 0.503546, 0.111111, 1046, 4, 0
3, 32, 8, 16, 1000, 2, 4, 1734, 135, 0.503546, 0.111111, 1046, 4, 0
3, 32, 8, 16, 1000, 2, 5, 1734, 135, 0.503546, 0.111111, 1046, 4, 0
3, 32, 8, 16, 1000, 2, 6, 1734, 135, 0.503546, 0.111111, 1046, 4, 0
3, 32, 8, 16, 1000, 2, 7, 1723, 107, 0.445736, 0.111111, 1043, 4, 0
3, 32, 8, 16, 1000, 2, 8, 1723, 107, 0.445736, 0.111111, 1043, 4, 0
3, 32, 8, 16, 1000, 3, 1, 1823, 124, 0.330159, 0.238095, 851, 0, 0
3, 32, 8, 16, 1000, 3, 2, 1823, 124, 0.330159, 0.238095, 851, 0, 0
3, 32, 8, 16, 1000, 3, 3, 1823, 124, 0.330159, 0.238095, 851, 0, 0
3, 32, 8, 16, 1000, 3, 4, 1823, 124, 0.330159, 0.238095, 851, 0, 0
3, 32, 8, 16, 1000, 3, 5, 1823, 124, 0.330159, 0.238095, 851, 0, 0
3, 32, 8, 16, 1000, 3, 6, 1823, 124, 0.330159, 0.238095, 851, 0, 0
3, 32, 8, 16, 1000, 3, 7, 1814, 89, 0.286195, 0.238095, 561, 10, 286
3, 32, 8, 16, 1000, 3, 8, 1814, 89, 0.286195, 0.238095, 561, 10, 286
3, 32, 8, 16, 1000, 4, 1, 1822, 125, 0.259615, 0.238095, 776, 0, 0
3, 32, 8, 16, 1000, 4, 2, 1822, 125, 0.259615, 0.238095, 776, 0, 0
3, 32, 8, 16, 1000, 4, 3, 1822, 125, 0.259615, 0.238095, 776, 0, 0
3, 32, 8, 16, 1000, 4, 4, 1822, 125, 0.259615, 0.238095, 776, 0, 0
3, 32, 8, 16, 1000, 4, 5, 1822, 125, 0.259615, 0.238095, 776, 0, 0
3, 32, 8, 16, 1000, 4, 6, 1822, 125, 0.259615, 0.238095, 776, 0, 0
3, 32, 8, 16, 1000, 4, 7, 1813, 89, 0.265957, 0.238095, 384, 4, 482
3, 32, 8, 16, 1000, 4, 8, 1813, 89, 0.265957, 0.238095, 384, 4, 482
3, 32, 8, 64, 50, 1, 1, 250, 149, 0.687500, 0.157895, 127, 12, 0
3, 32, 8, 64, 50, 1, 2, 250, 149, 0.687500, 0.157895, 127, 12, 0
3, 32, 8, 64, 50, 1, 3, 250, 149, 0.687500, 0.157895, 131, 9, 0
3, 32, 8, 64, 50, 1, 4, 250, 149, 0.687500, 0.157895, 131, 9, 0
3, 32, 8, 64, 50, 1, 5, 250, 149, 0.687500, 0.157895, 131, 9, 0
3, 32, 8, 64, 50, 1, 6, 250, 149, 0.687500, 0.157895, 131, 9, 0
3, 32, 8, 64, 50, 1, 7, 250, 149, 0.687500, 0.157895, 131, 9, 0
3, 32, 8, 64, 50, 1, 8, 250, 149, 0.687500, 0.157895, 131, 9, 0
3, 32, 8, 64, 50, 2, 1, 250, 135, 0.604167, 0.157895, 120, 12, 0
3, 32, 8, 64, 50, 2, 2, 250, 135, 0.604167, 0.157895, 120, 12, 0
3, 32, 8, 64, 50, 2, 3, 250, 135, 0.604167, 0.157895, 122, 11, 0
3, 32, 8, 64, 50, 2, 4, 250, 135, 0.604167, 0.157895, 122, 11, 0
3, 32, 8, 64, 50, 2, 5, 250, 135, 0.604167, 0.157895, 122, 11, 0
3, 32, 8, 64, 50, 2, 6, 250, 135, 0.604167, 0.157895, 122, 11, 0
3, 32, 8, 64, 50, 2, 7, 239, 107, 0.568182, 0.157895, 107, 23, 0
3, 32, 8, 64, 50, 2, 8, 239, 107, 0.568182, 0.157895, 107, 23, 0
3, 32, 8, 64, 50, 3, 1, 251, 124, 0.569697, 0.272727, 104, 14, 0
3, 32, 8, 64, 50, 3, 2, 251, 124, 0.569697, 0.272727, 104, 14, 0
3, 32, 8, 64, 50, 3, 3, 251, 124, 0.575758, 0.272727, 104, 14, 0
3, 32, 8, 64, 50, 3, 4, 251, 124, 0.575758, 0.272727, 104, 14, 0
3, 32, 8, 64, 50, 3, 5, 251, 124, 0.575758, 0.272727, 104, 14, 0
3, 32, 8, 64, 50, 3, 6, 251, 124, 0.575758, 0.272727, 104, 14, 0
3, 32, 8, 64, 50, 3, 7, 242, 89, 0.562691, 0.272727, 52, 40, 24
3, 32, 8, 64, 50, 3, 8, 242, 89, 0.562691, 0.272727, 52, 40, 24
3, 32, 8, 64, 50, 4, 1, 250, 125, 0.541284, 0.272727, 101, 15, 0
3, 32, 8, 64, 50, 4, 2, 250, 125, 0.541284, 0.272727, 101, 15, 0
3, 32, 8, 64, 50, 4, 3, 250, 125, 0.541284, 0.272727, 101, 15, 0
3, 32, 8, 64, 50, 4, 4, 250, 125, 0.541284, 0.272727, 101, 15, 0
3, 32, 8, 64, 50, 4, 5, 250, 125, 0.541284, 0.272727, 101, 15, 0
3, 32, 8, 64, 50, 4, 6, 250, 125, 0.541284, 0.272727, 101, 15, 0
3, 32, 8, 64, 50, 4, 7, 241, 89, 0.527211, 0.272727, 48, 45, 39
3, 32, 8, 64, 50, 4, 8, 241, 89, 0.527211, 0.272727, 48, 45, 39
3, 32, 8, 64, 1000, 1, 1, 1644, 149, 0.687500, 0.157895, 1196, 9, 0
3, 32, 8, 64, 1000, 1, 2, 1644, 149, 0.687500, 0.157895, 1196, 9, 0
3, 32, 8, 64, 1000, 1, 3, 1644, 149, 0.687500, 0.157895, 1198, 7, 0
3, 32, 8, 64, 1000, 1, 4, 1644, 149, 0.687500, 0.157895, 1198, 7, 0
3, 32, 8, 64, 1000, 1, 5, 1644, 149, 0.687500, 0.157895, 1198, 7, 0
3, 32, 8, 64, 1000, 1, 6, 1644, 149, 0.687500, 0.157895, 1198, 7, 0
3, 32, 8, 64, 1000, 1, 7, 1644, 149, 0.687500, 0.157895, 1198, 7, 0
3, 32, 8, 64, 1000, 1, 8, 1644, 149, 0.687500, 0.157895, 1198, 7, 0
3, 32, 8, 64, 1000, 2, 1, 1644, 135, 0.617021, 0.157895, 1107, 9, 0
3, 32, 8, 64, 1000, 2, 2, 1644, 135, 0.617021, 0.157895, 1107, 9, 0
3, 32, 8, 64, 1000, 2, 3, 1644, 135, 0.617021, 0.157895, 1109, 8, 0
3, 32, 8, 64, 1000, 2, 4, 1644, 135, 0.617021, 0.157895, 1109, 8, 0
3, 32, 8, 64, 1000, 2, 5, 1644, 135, 0.617021, 0.157895, 1109, 8, 0
3, 32, 8, 64, 1000, 2, 6, 1644, 135, 0.617021, 0.157895, 1109, 8, 0
3, 32, 8, 64, 1000, 2, 7, 1633, 107, 0.581395, 0.157895, 1102, 13, 0
3, 32, 8, 64, 1000, 2, 8, 1633, 107, 0.581395, 0.157895, 1102, 13, 0
3, 32, 8, 64, 1000, 3, 1, 1645, 124, 0.555556, 0.272727, 929, 9, 0
3, 32, 8, 64, 1000, 3, 2, 1645, 124, 0.555556, 0.272727, 929, 9, 0
3, 32, 8, 64, 1000, 3, 3, 1645, 124, 0.555556, 0.272727, 929, 9, 0
3, 32, 8, 64, 1000, 3, 4, 1645, 124, 0.555556, 0.272727, 929, 9, 0
3, 32, 8, 64, 1000, 3, 5, 1645, 124, 0.555556, 0.272727, 929, 9, 0
3, 32, 8, 64, 1000, 3, 6, 1645, 124, 0.555556, 0.272727, 929, 9, 0
3, 32, 8, 64, 1000, 3, 7, 1636, 89, 0.538012, 0.272727, 558, 21, 351
3, 32, 8, 64, 1000, 3, 8, 1636, 89, 0.538012, 0.272727, 558, 21, 351
3, 32, 8, 64, 1000, 4, 1, 1644, 125, 0.528024, 0.272727, 927, 9, 0
3, 32, 8, 64, 1000, 4, 2, 1644, 125, 0.528024, 0.272727, 927, 9, 0
3, 32, 8, 64, 1000, 4, 3, 1644, 125, 0.528024, 0.272727, 927, 9, 0
3, 32, 8, 64, 1000, 4, 4, 1644, 125, 0.528024, 0.272727, 927, 9, 0
3, 32, 8, 64, 1000, 4, 5, 1644, 125, 0.528024, 0.272727, 927, 9, 0
3, 32, 8, 64, 1000, 4, 6, 1644, 125, 0.528024, 0.272727, 927, 9, 0
3, 32, 8, 64, 1000, 4, 7, 1635, 89, 0.516026, 0.272727, 384, 23, 551
3, 32, 8, 64, 1000, 4, 8, 1635, 89, 0.516026, 0.272727, 384, 23, 551
3, 32, 16, 16, 50, 1, 1, 258, 149, 0.569444, 0.111111, 138, 0, 0
3, 32, 16, 16, 50, 1, 2, 258, 149, 0.569444, 0.111111, 138, 0, 0
3, 32, 16, 16, 50, 1, 3, 258, 149, 0.569444, 0.111111, 138, 0, 0
3, 32, 16, 16, 50, 1, 4, 258, 149, 0.569444, 0.111111, 138, 0, 0
3, 32, 16, 16, 50, 1, 5, 258, 149, 0.569444, 0.111111, 138, 0, 0
3, 32, 16, 16, 50, 1, 6, 258, 149, 0.569444, 0.111111, 138, 0, 0
3, 32, 16, 16, 50, 1, 7, 258, 149, 0.569444, 0.111111, 138, 0, 0
3, 32, 16, 16, 50, 1, 8, 258, 149, 0.569444, 0.111111, 138, 0, 0
3, 32, 16, 16, 50, 2, 1, 258, 135, 0.493056, 0.111111, 129, 0, 0
3, 32, 16, 16, 50, 2, 2, 258, 135, 0.493056, 0.111111, 129, 0, 0
3, 32, 16, 16, 50, 2, 3, 258, 135, 0.493056, 0.111111, 129, 0, 0
3, 32, 16, 16, 50, 2, 4, 258, 135, 0.493056, 0.111111, 129, 0, 0
3, 32, 16, 16, 50, 2, 5, 258, 135, 0.493056, 0.111111, 129, 0, 0
3, 32, 16, 16, 50, 2, 6, 258, 135, 0.493056, 0.111111, 129, 0, 0
3, 32, 16, 16, 50, 2, 7, 247, 107, 0.446970, 0.111111, 128, 0, 1
3, 32, 16, 16, 50, 2, 8, 247, 107, 0.446970, 0.111111, 128, 0, 1
3, 32, 16, 16, 50, 3, 1, 265, 124, 0.323988, 0.238095, 110, 0, 0
3, 32, 16, 16, 50, 3, 2, 265, 124, 0.323988, 0.238095, 110, 0, 0
3, 32, 16, 16, 50, 3, 3, 265, 124, 0.323988, 0.238095, 110, 0, 0
3, 32, 16, 16, 50, 3, 4, 265, 124, 0.323988, 0.238095, 110, 0, 0
3, 32, 16, 16, 50, 3, 5, 265, 124, 0.323988, 0.238095, 110, 0, 0
3, 32, 16, 16, 50, 3, 6, 265, 124, 0.323988, 0.238095, 110, 0, 0
3, 32, 16, 16, 50, 3, 7, 256, 89, 0.275081, 0.238095, 68, 0, 34
3, 32, 16, 16, 50, 3, 8, 256, 89, 0.275081, 0.238095, 68, 0, 34
3, 32, 16, 16, 50, 4, 1, 264, 125, 0.252336, 0.238095, 107, 0, 0
3, 32, 16, 16, 50, 4, 2, 264, 125, 0.252336, 0.238095, 107, 0, 0
3, 32, 16, 16, 50, 4, 3, 264, 125, 0.252336, 0.238095, 107, 0, 0
3, 32, 16, 16, 50, 4, 4, 264, 125, 0.252336, 0.238095, 107, 0, 0
3, 32, 16, 16, 50, 4, 5, 264, 125, 0.252336, 0.238095, 107, 0, 0
3, 32, 16, 16, 50, 4, 6, 264, 125, 0.252336, 0.238095, 107, 0, 0
3, 32, 16, 16, 50, 4, 7, 255, 89, 0.257732, 0.238095, 52, 0, 67
3, 32, 16, 16, 50, 4, 8, 255, 89, 0.257732, 0.238095, 52, 0, 67
3, 32, 16, 16, 1000, 1, 1, 1798, 149, 0.569444, 0.111111, 1197, 0, 0
3, 32, 16, 16, 1000, 1, 2, 1798, 149, 0.569444, 0.111111, 1197, 0, 0
3, 32, 16, 16, 1000, 1, 3, 1798, 149, 0.569444, 0.111111, 1197, 0, 0
3, 32, 16, 16, 1000, 1, 4, 1798, 149, 0.569444, 0.111111, 1197, 0, 0
3, 32, 16, 16, 1000, 1, 5, 1798, 149, 0.569444, 0.111111, 1197, 0, 0
3, 32, 16, 16, 1000, 1, 6, 1798, 149, 0.569444, 0.111111, 1197, 0, 0
3, 32, 16, 16, 1000, 1, 7, 1798, 149, 0.569444, 0.111111, 1197, 0, 0
3, 32, 16, 16, 1000, 1, 8, 1798, 149, 0.569444, 0.111111, 1197, 0, 0
3, 32, 16, 16, 1000, 2, 1, 1734, 135, 0.503546, 0.111111, 1049, 0, 0
3, 32, 16, 16, 1000, 2, 2, 1734, 135, 0.503546, 0.111111, 1049, 0, 0
3, 32, 16, 16, 1000, 2, 3, 1734, 135, 0.503546, 0.111111, 1049, 0, 0
3, 32, 16, 16, 1000, 2, 4, 1734, 135, 0.503546, 0.111111, 1049, 0, 0
3, 32, 16, 16, 1000, 2, 5, 1734, 135, 0.503546, 0.111111, 1049, 0, 0
3, 32, 16, 16, 1000, 2, 6, 1734, 135, 0.503546, 0.111111, 1049, 0, 0
3, 32, 16, 16, 1000, 2, 7, 1723, 107, 0.445736, 0.111111, 1046, 0, 0
3, 32, 16, 16, 1000, 2, 8, 1723, 107, 0.445736, 0.111111, 1046, 0, 0
3, 32, 16, 16, 1000, 3, 1, 1823, 124, 0.330159, 0.238095, 851, 0, 0
3, 32, 16, 16, 1000, 3, 2, 1823, 124, 0.330159, 0.238095, 851, 0, 0
3, 32, 16, 16, 1000, 3, 3, 1823, 124, 0.330159, 0.238095, 851, 0, 0
3, 32, 16, 16, 1000, 3, 4, 1823, 124, 0.330159, 0.238095, 851, 0, 0
3, 32, 16, 16, 1000, 3, 5, 1823, 124, 0.330159, 0.238095, 851, 0, 0
3, 32, 16, 16, 1000, 3, 6, 1823, 124, 0.330159, 0.238095, 851, 0, 0
3, 32, 16, 16, 1000, 3, 7, 1814, 89, 0.286195, 0.238095, 561, 0, 290
3, 32, 16, 16, 1000, 3, 8, 1814, 89, 0.286195, 0.238095, 561, 0, 290
3, 32, 16, 16, 1000, 4, 1, 1822, 125, 0.259615, 0.238095, 776, 0, 0
3, 32, 16, 16, 1000, 4, 2, 1822, 125, 0.259615, 0.238095, 776, 0, 0
3, 32, 16, 16, 1000, 4, 3, 1822, 125, 0.259615, 0.238095, 776, 0, 0
3, 32, 16, 16, 1000, 4, 4, 1822, 125, 0.259615, 0.238095, 776, 0, 0
3, 32, 16, 16, 1000, 4, 5, 1822, 125, 0.259615, 0.238095, 776, 0, 0
3, 32, 16, 16, 1000, 4, 6, 1822, 125, 0.259615, 0.238095, 776, 0, 0
3, 32, 16, 16, 1000, 4, 7, 1813, 89, 0.265957, 0.238095, 384, 0, 482
3, 32, 16, 16, 1000, 4, 8, 1813, 89, 0.265957, 0.238095, 384, 0, 482
3, 32, 16, 64, 50, 1, 1, 250, 149, 0.687500, 0.157895, 138, 0, 0
3, 32, 16, 64, 50, 1, 2, 250, 149, 0.687500, 0.157895, 138, 0, 0
3, 32, 16, 64, 50, 1, 3, 250, 149, 0.687500, 0.157895, 138, 0, 0
3, 32, 16, 64, 50, 1, 4, 250, 149, 0.687500, 0.157895, 138, 0, 0
3, 32, 16, 64, 50, 1, 5, 250, 149, 0.687500, 0.157895, 138, 0, 0
3, 32, 16, 64, 50, 1, 6, 250, 149, 0.687500, 0.157895, 138, 0, 0
3, 32, 16, 64, 50, 1, 7, 250, 149, 0.687500, 0.157895, 138, 0, 0
3, 32, 16, 64, 50, 1, 8, 250, 149, 0.687500, 0.157895, 138, 0, 0
3, 32, 16, 64, 50, 2, 1, 250, 135, 0.604167, 0.157895, 132, 0, 0
3, 32, 16, 64, 50, 2, 2, 250, 135, 0.604167, 0.157895, 132, 0, 0
3, 32, 16, 64, 50, 2, 3, 250, 135, 0.604167, 0.157895, 132, 0, 0
3, 32, 16, 64, 50, 2, 4, 250, 135, 0.604167, 0.157895, 132, 0, 0
3, 32, 16, 64, 50, 2, 5, 250, 135, 0.604167, 0.157895, 132, 0, 0
3, 32, 16, 64, 50, 2, 6, 250, 135, 0.604167, 0.157895, 132, 0, 0
3, 32, 16, 64, 50, 2, 7, 239, 107, 0.568182, 0.157895, 129, 0, 0
3, 32, 16, 64, 50, 2, 8, 239, 107, 0.568182, 0.157895, 129, 0, 0
3, 32, 16, 64, 50, 3, 1, 251, 124, 0.575758, 0.272727, 114, 0, 0
3, 32, 16, 64, 50, 3, 2, 251, 124, 0.575758, 0.272727, 114, 0, 0
3, 32, 16, 64, 50, 3, 3, 251, 124, 0.575758, 0.272727, 114, 0, 0
3, 32, 16, 64, 50, 3, 4, 251, 124, 0.575758, 0.272727, 114, 0, 0
3, 32, 16, 64, 50, 3, 5, 251, 124, 0.575758, 0.272727, 114, 0, 0
3, 32, 16, 64, 50, 3, 6, 251, 124, 0.575758, 0.272727, 114, 0, 0
3, 32, 16, 64, 50, 3, 7, 242, 89, 0.563636, 0.272727, 66, 0, 38
3, 32, 16, 64, 50, 3, 8, 242, 89, 0.563636, 0.272727, 66, 0, 38
3, 32, 16, 64, 50, 4, 1, 250, 125, 0.547401, 0.272727, 112, 0, 0
3, 32, 16, 64, 50, 4, 2, 250, 125, 0.547401, 0.272727, 112, 0, 0
3, 32, 16, 64, 50, 4, 3, 250, 125, 0.547401, 0.272727, 112, 0, 0
3, 32, 16, 64, 50, 4, 4, 250, 125, 0.547401, 0.272727, 112, 0, 0
3, 32, 16, 64, 50, 4, 5, 250, 125, 0.547401, 0.272727, 112, 0, 0
3, 32, 16, 64, 50, 4, 6, 250, 125, 0.547401, 0.272727, 112, 0, 0
3, 32, 16, 64, 50, 4, 7, 242, 89, 0.523333, 0.272727, 52, 0, 70
3, 32, 16, 64, 50, 4, 8, 242, 89, 0.523333, 0.272727, 52, 0, 70
3, 32, 16, 64, 1000, 1, 1, 1644, 149, 0.687500, 0.157895, 1204, 0, 0
3, 32, 16, 64, 1000, 1, 2, 1644, 149, 0.687500, 0.157895, 1204, 0, 0
3, 32, 16, 64, 1000, 1, 3, 1644, 149, 0.687500, 0.157895, 1204, 0, 0
3, 32, 16, 64, 1000, 1, 4, 1644, 149, 0.687500, 0.157895, 1204, 0, 0
3, 32, 16, 64, 1000, 1, 5, 1644, 149, 0.687500, 0.157895, 1204, 0, 0
3, 32, 16, 64, 1000, 1, 6, 1644, 149, 0.687500, 0.157895, 1204, 0, 0
3, 32, 16, 64, 1000, 1, 7, 1644, 149, 0.687500, 0.157895, 1204, 0, 0
3, 32, 16, 64, 1000, 1, 8, 1644, 149, 0.687500, 0.157895, 1204, 0, 0
3, 32, 16, 64, 1000, 2, 1, 1644, 135, 0.617021, 0.157895, 1116, 0, 0
3, 32, 16, 64, 1000, 2, 2, 1644, 135, 0.617021, 0.157895, 1116, 0, 0
3, 32, 16, 64, 1000, 2, 3, 1644, 135, 0.617021, 0.157895, 1116, 0, 0
3, 32, 16, 64, 1000, 2, 4, 1644, 135, 0.617021, 0.157895, 1116, 0, 0
3, 32, 16, 64, 1000, 2, 5, 1644, 135, 0.617021, 0.157895, 1116, 0, 0
3, 32, 16, 64, 1000, 2, 6, 1644, 135, 0.617021, 0.157895, 1116, 0, 0
3, 32, 16, 64, 1000, 2, 7, 1633, 107, 0.581395, 0.157895, 1113, 0, 0
3, 32, 16, 64, 1000, 2, 8, 1633, 107, 0.581395, 0.157895, 1113, 0, 0
3, 32, 16, 64, 1000, 3, 1, 1645, 124, 0.555556, 0.272727, 936, 0, 0
3, 32, 16, 64, 1000, 3, 2, 1645, 124, 0.555556, 0.272727, 936, 0, 0
3, 32, 16, 64, 1000, 3, 3, 1645, 124, 0.555556, 0.272727, 936, 0, 0
3, 32, 16, 64, 1000, 3, 4, 1645, 124, 0.555556, 0.272727, 936, 0, 0
3, 32, 16, 64, 1000, 3, 5, 1645, 124, 0.555556, 0.272727, 936, 0, 0
3, 32, 16, 64, 1000, 3, 6, 1645, 124, 0.555556, 0.272727, 936, 0, 0
3, 32, 16, 64, 1000, 3, 7, 1636, 89, 0.538012, 0.272727, 558, 0, 366
3, 32, 16, 64, 1000, 3, 8, 1636, 89, 0.538012, 0.272727, 558, 0, 366
3, 32, 16, 64, 1000, 4, 1, 1644, 125, 0.528024, 0.272727, 934, 0, 0
3, 32, 16, 64, 1000, 4, 2, 1644, 125, 0.528024, 0.272727, 934, 0, 0
3, 32, 16, 64, 1000, 4, 3, 1644, 125, 0.528024, 0.272727, 934, 0, 0
3, 32, 16, 64, 1000, 4, 4, 1644, 125, 0.528024, 0.272727, 934, 0, 0
3, 32, 16, 64, 1000, 4, 5, 1644, 125, 0.528024, 0.272727, 934, 0, 0
3, 32, 16, 64, 1000, 4, 6, 1644, 125, 0.528024, 0.272727, 934, 0, 0
3, 32, 16, 64, 1000, 4, 7, 1636, 89, 0.516026, 0.272727, 384, 0, 567
3, 32, 16, 64, 1000, 4, 8, 1636, 89, 0.516026, 0.272727, 384, 0, 567
4, 16, 8, 16, 50, 1, 1, 246, 149, 0.582031, 0.111111, 141, 21, 0
4, 16, 8, 16, 50, 1, 2, 246, 149, 0.582031, 0.111111, 141, 21, 0
4, 16, 8, 16, 50, 1, 3, 246, 149, 0.582031, 0.111111, 141, 15, 0
4, 16, 8, 16, 50, 1, 4, 246, 149, 0.582031, 0.111111, 141, 15, 0
4, 16, 8, 16, 50, 1, 5, 246, 149, 0.582031, 0.111111, 141, 15, 0
4, 16, 8, 16, 50, 1, 6, 246, 149, 0.582031, 0.111111, 141, 15, 0
4, 16, 8, 16, 50, 1, 7, 246, 149, 0.582031, 0.111111, 141, 15, 0
4, 16, 8, 16, 50, 1, 8, 246, 149, 0.582031, 0.111111, 141, 15, 0
4, 16, 8, 16, 50, 2, 1, 245, 135, 0.605263, 0.111111, 156, 15, 0
4, 16, 8, 16, 50, 2, 2, 245, 135, 0.605263, 0.111111, 156, 15, 0
4, 16, 8, 16, 50, 2, 3, 245, 135, 0.605263, 0.111111, 156, 10, 0
4, 16, 8, 16, 50, 2, 4, 245, 135, 0.605263, 0.111111, 156, 10, 0
4, 16, 8, 16, 50, 2, 5, 245, 135, 0.605263, 0.111111, 156, 10, 0
4, 16, 8, 16, 50, 2, 6, 245, 135, 0.605263, 0.111111, 156, 10, 0
4, 16, 8, 16, 50, 2, 7, 240, 107, 0.467593, 0.111111, 147, 9, 0
4, 16, 8, 16, 50, 2, 8, 240, 107, 0.467593, 0.111111, 147, 9, 0
4, 16, 8, 16, 50, 3, 1, 252, 124, 0.427419, 0.238095, 150, 10, 0
4, 16, 8, 16, 50, 3, 2, 252, 124, 0.427419, 0.238095, 150, 10, 0
4, 16, 8, 16, 50, 3, 3, 252, 124, 0.427419, 0.238095, 150, 7, 0
4, 16, 8, 16, 50, 3, 4, 252, 124, 0.427419, 0.238095, 150, 7, 0
4, 16, 8, 16, 50, 3, 5, 252, 124, 0.427419, 0.238095, 150, 7, 0
4, 16, 8, 16, 50, 3, 6, 252, 124, 0.427419, 0.238095, 150, 7, 0
4, 16, 8, 16, 50, 3, 7, 246, 89, 0.435185, 0.238095, 148, 16, 0
4, 16, 8, 16, 50, 3, 8, 246, 89, 0.435185, 0.238095, 148, 16, 0
4, 16, 8, 16, 50, 4, 1, 260, 125, 0.269841, 0.200000, 143, 11, 0
4, 16, 8, 16, 50, 4, 2, 260, 125, 0.269841, 0.200000, 143, 11, 0
4, 16, 8, 16, 50, 4, 3, 260, 125, 0.269841, 0.200000, 143, 9, 0
4, 16, 8, 16, 50, 4, 4, 260, 125, 0.269841, 0.200000, 143, 9, 0
4, 16, 8, 16, 50, 4, 5, 260, 125, 0.269841, 0.200000, 143, 9, 0
4, 16, 8, 16, 50, 4, 6, 260, 125, 0.269841, 0.200000, 143, 9, 0
4, 16, 8, 16, 50, 4, 7, 245, 89, 0.384615, 0.238095, 142, 21, 0
4, 16, 8, 16, 50, 4, 8, 245, 89, 0.384615, 0.238095, 142, 21, 0
4, 16, 8, 16, 1000, 1, 1, 1722, 149, 0.573077, 0.111111, 1207, 21, 0
4, 16, 8, 16, 1000, 1, 2, 1722, 149, 0.573077, 0.111111, 1207, 21, 0
4, 16, 8, 16, 1000, 1, 3, 1722, 149, 0.573077, 0.111111, 1207, 15, 0
4, 16, 8, 16, 1000, 1, 4, 1722, 149, 0.573077, 0.111111, 1207, 15, 0
4, 16, 8, 16, 1000, 1, 5, 1722, 149, 0.573077, 0.111111, 1207, 15, 0
4, 16, 8, 16, 1000, 1, 6, 1722, 149, 0.573077, 0.111111, 1207, 15, 0
4, 16, 8, 16, 1000, 1, 7, 1722, 149, 0.573077, 0.111111, 1207, 15, 0
4, 16, 8, 16, 1000, 1, 8, 1722, 149, 0.573077, 0.111111, 1207, 15, 0
4, 16, 8, 16, 1000, 2, 1, 1721, 135, 0.605263, 0.111111, 1304, 14, 0
4, 16, 8, 16, 1000, 2, 2, 1721, 135, 0.605263, 0.111111, 1304, 14, 0
4, 16, 8, 16, 1000, 2, 3, 1721, 135, 0.605263, 0.111111, 1304, 9, 0
4, 16, 8, 16, 1000, 2, 4, 1721, 135, 0.605263, 0.111111, 1304, 9, 0
4, 16, 8, 16, 1000, 2, 5, 1721, 135, 0.605263, 0.111111, 1304, 9, 0
4, 16, 8, 16, 1000, 2, 6, 1721, 135, 0.605263, 0.111111, 1304, 9, 0
4, 16, 8, 16, 1000, 2, 7, 1716, 107, 0.459091, 0.111111, 1215, 7, 0
4, 16, 8, 16, 1000, 2, 8, 1716, 107, 0.459091, 0.111111, 1215, 7, 0
4, 16, 8, 16, 1000, 3, 1, 1809, 124, 0.434426, 0.238095, 1216, 10, 0
4, 16, 8, 16, 1000, 3, 2, 1809, 124, 0.434426, 0.238095, 1216, 10, 0
4, 16, 8, 16, 1000, 3, 3, 1809, 124, 0.434426, 0.238095, 1216, 6, 0
4, 16, 8, 16, 1000, 3, 4, 1809, 124, 0.434426, 0.238095, 1216, 6, 0
4, 16, 8, 16, 1000, 3, 5, 1809, 124, 0.434426, 0.238095, 1216, 6, 0
4, 16, 8, 16, 1000, 3, 6, 1809, 124, 0.434426, 0.238095, 1216, 6, 0
4, 16, 8, 16, 1000, 3, 7, 1722, 89, 0.461538, 0.238095, 1213, 14, 0
4, 16, 8, 16, 1000, 3, 8, 1722, 89, 0.461538, 0.238095, 1213, 14, 0
4, 16, 8, 16, 1000, 4, 1, 1818, 125, 0.286885, 0.200000, 1050, 7, 0
4, 16, 8, 16, 1000, 4, 2, 1818, 125, 0.286885, 0.200000, 1050, 7, 0
4, 16, 8, 16, 1000, 4, 3, 1818, 125, 0.286885, 0.200000, 1050, 5, 0
